Model, Phase, Block, Item, Response, Clusters number
SUSTAIN, generalization, 55, 16, 1.0, 15,
SUSTAIN, generalization, 55, 44, 1.0, 16,
SUSTAIN, generalization, 55, 61, 1.0, 17,
SUSTAIN, generalization, 55, 47, 1.0, 18,
SUSTAIN, generalization, 55, 13, 2.0, 19,
SUSTAIN, generalization, 55, 12, 2, 19,
SUSTAIN, generalization, 55, 3, 1, 19,
SUSTAIN, generalization, 55, 17, 1, 19,
SUSTAIN, generalization, 55, 56, 2, 19,
SUSTAIN, generalization, 55, 28, 1.0, 20,
SUSTAIN, generalization, 55, 62, 1, 20,
SUSTAIN, generalization, 55, 49, 1, 20,
SUSTAIN, generalization, 55, 27, 1, 20,
SUSTAIN, generalization, 55, 40, 1.0, 21,
SUSTAIN, generalization, 55, 48, 1, 21,
SUSTAIN, generalization, 55, 25, 1.0, 22,
SUSTAIN, generalization, 55, 22, 1, 22,
SUSTAIN, generalization, 55, 55, 2, 22,
SUSTAIN, generalization, 55, 20, 2, 22,
SUSTAIN, generalization, 55, 33, 2, 22,
SUSTAIN, generalization, 55, 43, 1, 22,
SUSTAIN, generalization, 55, 10, 1, 22,
SUSTAIN, generalization, 55, 29, 1, 22,
SUSTAIN, generalization, 55, 4, 2.0, 23,
SUSTAIN, generalization, 55, 21, 1.0, 24,
SUSTAIN, generalization, 55, 5, 2, 24,
SUSTAIN, generalization, 55, 64, 1, 24,
SUSTAIN, generalization, 55, 50, 1, 24,
SUSTAIN, generalization, 55, 18, 2, 24,
SUSTAIN, generalization, 55, 63, 2, 24,
SUSTAIN, generalization, 55, 58, 1, 24,
SUSTAIN, generalization, 55, 41, 1.0, 25,
SUSTAIN, generalization, 55, 52, 1, 25,
SUSTAIN, generalization, 56, 60, 2, 6,
SUSTAIN, generalization, 56, 2, 1, 6,
SUSTAIN, generalization, 56, 27, 2.0, 7,
SUSTAIN, generalization, 56, 54, 2, 7,
SUSTAIN, generalization, 56, 32, 1.0, 8,
SUSTAIN, generalization, 56, 3, 1, 8,
SUSTAIN, generalization, 56, 29, 2, 8,
SUSTAIN, generalization, 56, 8, 2.0, 9,
SUSTAIN, generalization, 56, 28, 2, 9,
SUSTAIN, generalization, 56, 1, 2, 9,
SUSTAIN, generalization, 56, 53, 2, 9,
SUSTAIN, generalization, 56, 49, 1.0, 10,
SUSTAIN, generalization, 56, 52, 1.0, 11,
SUSTAIN, generalization, 56, 63, 2, 11,
SUSTAIN, generalization, 56, 11, 1, 11,
SUSTAIN, generalization, 56, 13, 2.0, 12,
SUSTAIN, generalization, 56, 10, 1, 12,
SUSTAIN, generalization, 56, 61, 2, 12,
SUSTAIN, generalization, 56, 33, 2.0, 13,
SUSTAIN, generalization, 56, 12, 2, 13,
SUSTAIN, generalization, 56, 41, 1, 13,
SUSTAIN, generalization, 56, 21, 2, 13,
SUSTAIN, generalization, 56, 31, 1, 13,
SUSTAIN, generalization, 56, 45, 2.0, 14,
SUSTAIN, generalization, 56, 58, 2.0, 15,
SUSTAIN, generalization, 56, 42, 2.0, 16,
SUSTAIN, generalization, 56, 35, 2, 16,
SUSTAIN, generalization, 56, 17, 1, 16,
SUSTAIN, generalization, 56, 19, 2, 16,
SUSTAIN, generalization, 56, 7, 2, 16,
SUSTAIN, generalization, 56, 62, 2, 16,
SUSTAIN, generalization, 56, 46, 2, 16,
SUSTAIN, generalization, 56, 38, 1.0, 17,
SUSTAIN, generalization, 56, 44, 2, 17,
SUSTAIN, generalization, 56, 30, 1, 17,
SUSTAIN, generalization, 56, 56, 2, 17,
SUSTAIN, generalization, 56, 64, 1, 17,
SUSTAIN, generalization, 56, 48, 1.0, 18,
SUSTAIN, generalization, 56, 57, 2, 18,
SUSTAIN, generalization, 56, 36, 1.0, 19,
SUSTAIN, generalization, 56, 22, 1.0, 20,
SUSTAIN, generalization, 56, 23, 1, 20,
SUSTAIN, generalization, 56, 14, 2, 20,
SUSTAIN, generalization, 56, 18, 1.0, 21,
SUSTAIN, generalization, 56, 51, 1, 21,
SUSTAIN, generalization, 56, 25, 2, 21,
SUSTAIN, generalization, 56, 55, 2, 21,
SUSTAIN, generalization, 56, 16, 1.0, 22,
SUSTAIN, generalization, 56, 59, 2, 22,
SUSTAIN, generalization, 56, 26, 2, 22,
SUSTAIN, generalization, 56, 37, 1, 22,
SUSTAIN, generalization, 56, 47, 1, 22,
SUSTAIN, generalization, 56, 50, 1, 22,
SUSTAIN, generalization, 56, 6, 1.0, 23,
SUSTAIN, generalization, 56, 15, 1, 23,
SUSTAIN, generalization, 56, 4, 2.0, 24,
SUSTAIN, generalization, 56, 24, 2.0, 25,
SUSTAIN, generalization, 56, 9, 1, 25,
SUSTAIN, generalization, 56, 39, 1, 25,
SUSTAIN, generalization, 56, 43, 2, 25,
SUSTAIN, generalization, 56, 34, 2, 25,
SUSTAIN, generalization, 56, 40, 2.0, 26,
SUSTAIN, generalization, 56, 5, 1, 26,
SUSTAIN, generalization, 56, 20, 2.0, 27,
SUSTAIN, generalization, 57, 12, 1, 6,
SUSTAIN, generalization, 57, 4, 1, 6,
SUSTAIN, generalization, 57, 33, 1.0, 7,
SUSTAIN, generalization, 57, 59, 1.0, 8,
SUSTAIN, generalization, 57, 18, 1, 8,
SUSTAIN, generalization, 57, 63, 2, 8,
SUSTAIN, generalization, 57, 3, 1, 8,
SUSTAIN, generalization, 57, 55, 2, 8,
SUSTAIN, generalization, 57, 26, 1, 8,
SUSTAIN, generalization, 57, 8, 1.0, 9,
SUSTAIN, generalization, 57, 64, 1, 9,
SUSTAIN, generalization, 57, 10, 1, 9,
SUSTAIN, generalization, 57, 35, 1, 9,
SUSTAIN, generalization, 57, 50, 2.0, 10,
SUSTAIN, generalization, 57, 17, 1, 10,
SUSTAIN, generalization, 57, 23, 2.0, 11,
SUSTAIN, generalization, 57, 43, 1.0, 12,
SUSTAIN, generalization, 57, 16, 1, 12,
SUSTAIN, generalization, 57, 42, 1, 12,
SUSTAIN, generalization, 57, 24, 2, 12,
SUSTAIN, generalization, 57, 54, 2, 12,
SUSTAIN, generalization, 57, 58, 1, 12,
SUSTAIN, generalization, 57, 29, 1.0, 13,
SUSTAIN, generalization, 57, 30, 1, 13,
SUSTAIN, generalization, 57, 13, 1.0, 14,
SUSTAIN, generalization, 57, 46, 1.0, 15,
SUSTAIN, generalization, 57, 52, 2, 15,
SUSTAIN, generalization, 57, 57, 1, 15,
SUSTAIN, generalization, 57, 60, 1, 15,
SUSTAIN, generalization, 57, 11, 1, 15,
SUSTAIN, generalization, 57, 47, 1, 15,
SUSTAIN, generalization, 57, 62, 2, 15,
SUSTAIN, generalization, 57, 5, 1, 15,
SUSTAIN, generalization, 57, 36, 2.0, 16,
SUSTAIN, generalization, 57, 34, 1, 16,
SUSTAIN, generalization, 57, 1, 2, 16,
SUSTAIN, generalization, 57, 56, 2, 16,
SUSTAIN, generalization, 57, 21, 1, 16,
SUSTAIN, generalization, 57, 39, 1.0, 17,
SUSTAIN, generalization, 57, 61, 1, 17,
SUSTAIN, generalization, 57, 6, 2.0, 18,
SUSTAIN, generalization, 57, 51, 2, 18,
SUSTAIN, generalization, 57, 25, 1.0, 19,
SUSTAIN, generalization, 57, 45, 1, 19,
SUSTAIN, generalization, 57, 49, 2, 19,
SUSTAIN, generalization, 57, 22, 2, 19,
SUSTAIN, generalization, 57, 41, 1.0, 20,
SUSTAIN, generalization, 57, 28, 1, 20,
SUSTAIN, generalization, 57, 31, 2.0, 21,
SUSTAIN, generalization, 57, 19, 1.0, 22,
SUSTAIN, generalization, 57, 15, 1.0, 23,
SUSTAIN, generalization, 57, 2, 1, 23,
SUSTAIN, generalization, 57, 9, 1, 23,
SUSTAIN, generalization, 57, 14, 1, 23,
SUSTAIN, generalization, 57, 27, 2.0, 24,
SUSTAIN, generalization, 57, 7, 1, 24,
SUSTAIN, generalization, 57, 20, 1, 24,
SUSTAIN, generalization, 57, 37, 2, 24,
SUSTAIN, generalization, 57, 53, 1.0, 25,
SUSTAIN, generalization, 57, 44, 1, 25,
SUSTAIN, generalization, 57, 32, 2, 25,
SUSTAIN, generalization, 57, 38, 1, 25,
SUSTAIN, generalization, 57, 48, 1.0, 26,
SUSTAIN, generalization, 57, 40, 1, 26,
SUSTAIN, generalization, 58, 2, 1, 6,
SUSTAIN, generalization, 58, 27, 2.0, 7,
SUSTAIN, generalization, 58, 43, 2, 7,
SUSTAIN, generalization, 58, 55, 2, 7,
SUSTAIN, generalization, 58, 64, 1, 7,
SUSTAIN, generalization, 58, 63, 2, 7,
SUSTAIN, generalization, 58, 31, 1.0, 8,
SUSTAIN, generalization, 58, 40, 1, 8,
SUSTAIN, generalization, 58, 11, 1, 8,
SUSTAIN, generalization, 58, 35, 2, 8,
SUSTAIN, generalization, 58, 32, 1, 8,
SUSTAIN, generalization, 58, 21, 1.0, 9,
SUSTAIN, generalization, 58, 23, 1, 9,
SUSTAIN, generalization, 58, 39, 1, 9,
SUSTAIN, generalization, 58, 60, 1.0, 10,
SUSTAIN, generalization, 58, 57, 2.0, 11,
SUSTAIN, generalization, 58, 19, 1, 11,
SUSTAIN, generalization, 58, 36, 2, 11,
SUSTAIN, generalization, 58, 26, 2, 11,
SUSTAIN, generalization, 58, 29, 1, 11,
SUSTAIN, generalization, 58, 14, 2.0, 12,
SUSTAIN, generalization, 58, 20, 1, 12,
SUSTAIN, generalization, 58, 45, 2.0, 13,
SUSTAIN, generalization, 58, 59, 1, 13,
SUSTAIN, generalization, 58, 61, 1, 13,
SUSTAIN, generalization, 58, 50, 1.0, 14,
SUSTAIN, generalization, 58, 25, 1.0, 15,
SUSTAIN, generalization, 58, 53, 2, 15,
SUSTAIN, generalization, 58, 38, 1.0, 16,
SUSTAIN, generalization, 58, 8, 1.0, 17,
SUSTAIN, generalization, 58, 15, 2, 17,
SUSTAIN, generalization, 58, 12, 2, 17,
SUSTAIN, generalization, 58, 41, 2.0, 18,
SUSTAIN, generalization, 58, 16, 1, 18,
SUSTAIN, generalization, 58, 30, 1, 18,
SUSTAIN, generalization, 58, 4, 2.0, 19,
SUSTAIN, generalization, 58, 48, 1.0, 20,
SUSTAIN, generalization, 58, 17, 1, 20,
SUSTAIN, generalization, 58, 22, 1, 20,
SUSTAIN, generalization, 58, 28, 2, 20,
SUSTAIN, generalization, 58, 42, 2, 20,
SUSTAIN, generalization, 58, 5, 2, 20,
SUSTAIN, generalization, 58, 6, 2, 20,
SUSTAIN, generalization, 58, 47, 1, 20,
SUSTAIN, generalization, 58, 1, 2, 20,
SUSTAIN, generalization, 58, 62, 2, 20,
SUSTAIN, generalization, 58, 51, 1, 20,
SUSTAIN, generalization, 58, 56, 2, 20,
SUSTAIN, generalization, 58, 7, 1, 20,
SUSTAIN, generalization, 58, 33, 1.0, 21,
SUSTAIN, generalization, 58, 24, 1.0, 22,
SUSTAIN, generalization, 58, 58, 2, 22,
SUSTAIN, generalization, 58, 34, 1, 22,
SUSTAIN, generalization, 58, 9, 1, 22,
SUSTAIN, generalization, 58, 37, 1, 22,
SUSTAIN, generalization, 58, 54, 1.0, 23,
SUSTAIN, generalization, 58, 13, 2, 23,
SUSTAIN, generalization, 58, 3, 2, 23,
SUSTAIN, generalization, 58, 18, 2.0, 24,
SUSTAIN, generalization, 58, 49, 1, 24,
SUSTAIN, generalization, 58, 52, 2.0, 25,
SUSTAIN, generalization, 58, 44, 2, 25,
SUSTAIN, generalization, 58, 10, 1, 25,
SUSTAIN, generalization, 58, 46, 2, 25,
SUSTAIN, generalization, 59, 14, 2.0, 8,
SUSTAIN, generalization, 59, 2, 1, 8,
SUSTAIN, generalization, 59, 18, 1, 8,
SUSTAIN, generalization, 59, 57, 1.0, 9,
SUSTAIN, generalization, 59, 27, 1.0, 10,
SUSTAIN, generalization, 59, 24, 1.0, 11,
SUSTAIN, generalization, 59, 1, 2, 11,
SUSTAIN, generalization, 59, 47, 2, 11,
SUSTAIN, generalization, 59, 62, 2, 11,
SUSTAIN, generalization, 59, 17, 1, 11,
SUSTAIN, generalization, 59, 43, 2.0, 12,
SUSTAIN, generalization, 59, 31, 1, 12,
SUSTAIN, generalization, 59, 50, 1, 12,
SUSTAIN, generalization, 59, 55, 2, 12,
SUSTAIN, generalization, 59, 51, 2, 12,
SUSTAIN, generalization, 59, 64, 1, 12,
SUSTAIN, generalization, 59, 10, 1, 12,
SUSTAIN, generalization, 59, 54, 2, 12,
SUSTAIN, generalization, 59, 9, 1, 12,
SUSTAIN, generalization, 59, 33, 2.0, 13,
SUSTAIN, generalization, 59, 53, 2, 13,
SUSTAIN, generalization, 59, 41, 2, 13,
SUSTAIN, generalization, 59, 52, 1.0, 14,
SUSTAIN, generalization, 59, 21, 1.0, 15,
SUSTAIN, generalization, 59, 60, 1, 15,
SUSTAIN, generalization, 59, 34, 2, 15,
SUSTAIN, generalization, 59, 38, 1.0, 16,
SUSTAIN, generalization, 59, 15, 2, 16,
SUSTAIN, generalization, 59, 4, 2.0, 17,
SUSTAIN, generalization, 59, 61, 2, 17,
SUSTAIN, generalization, 59, 16, 1, 17,
SUSTAIN, generalization, 59, 36, 1, 17,
SUSTAIN, generalization, 59, 19, 1, 17,
SUSTAIN, generalization, 59, 11, 1, 17,
SUSTAIN, generalization, 59, 44, 2, 17,
SUSTAIN, generalization, 59, 35, 1, 17,
SUSTAIN, generalization, 59, 32, 1, 17,
SUSTAIN, generalization, 59, 6, 2, 17,
SUSTAIN, generalization, 59, 56, 2, 17,
SUSTAIN, generalization, 59, 48, 2, 17,
SUSTAIN, generalization, 59, 42, 2, 17,
SUSTAIN, generalization, 59, 5, 2, 17,
SUSTAIN, generalization, 59, 37, 1, 17,
SUSTAIN, generalization, 59, 58, 1, 17,
SUSTAIN, generalization, 59, 40, 1.0, 18,
SUSTAIN, generalization, 59, 49, 1, 18,
SUSTAIN, generalization, 59, 13, 2, 18,
SUSTAIN, generalization, 59, 25, 1.0, 19,
SUSTAIN, generalization, 59, 12, 2, 19,
SUSTAIN, generalization, 59, 3, 2, 19,
SUSTAIN, generalization, 59, 29, 1, 19,
SUSTAIN, generalization, 59, 46, 1.0, 20,
SUSTAIN, generalization, 59, 20, 1, 20,
SUSTAIN, generalization, 59, 23, 1, 20,
SUSTAIN, generalization, 59, 63, 2, 20,
SUSTAIN, generalization, 59, 45, 1, 20,
SUSTAIN, generalization, 59, 30, 1.0, 21,
SUSTAIN, generalization, 59, 39, 1, 21,
SUSTAIN, generalization, 59, 28, 1, 21,
SUSTAIN, generalization, 59, 8, 1.0, 22,
SUSTAIN, generalization, 59, 7, 1, 22,
SUSTAIN, generalization, 59, 59, 1.0, 23,
SUSTAIN, generalization, 59, 26, 1, 23,
SUSTAIN, generalization, 59, 22, 1, 23,
SUSTAIN, generalization, 60, 58, 1.0, 8,
SUSTAIN, generalization, 60, 19, 2.0, 9,
SUSTAIN, generalization, 60, 15, 2.0, 10,
SUSTAIN, generalization, 60, 40, 1.0, 11,
SUSTAIN, generalization, 60, 10, 1, 11,
SUSTAIN, generalization, 60, 44, 1.0, 12,
SUSTAIN, generalization, 60, 35, 1, 12,
SUSTAIN, generalization, 60, 62, 2, 12,
SUSTAIN, generalization, 60, 52, 1, 12,
SUSTAIN, generalization, 60, 34, 2.0, 13,
SUSTAIN, generalization, 60, 42, 2, 13,
SUSTAIN, generalization, 60, 18, 2, 13,
SUSTAIN, generalization, 60, 14, 2, 13,
SUSTAIN, generalization, 60, 59, 1, 13,
SUSTAIN, generalization, 60, 47, 2, 13,
SUSTAIN, generalization, 60, 17, 1, 13,
SUSTAIN, generalization, 60, 50, 1, 13,
SUSTAIN, generalization, 60, 32, 1, 13,
SUSTAIN, generalization, 60, 38, 1, 13,
SUSTAIN, generalization, 60, 64, 1, 13,
SUSTAIN, generalization, 60, 37, 2.0, 14,
SUSTAIN, generalization, 60, 8, 1.0, 15,
SUSTAIN, generalization, 60, 3, 1, 15,
SUSTAIN, generalization, 60, 9, 1, 15,
SUSTAIN, generalization, 60, 31, 1, 15,
SUSTAIN, generalization, 60, 22, 1.0, 16,
SUSTAIN, generalization, 60, 51, 2.0, 17,
SUSTAIN, generalization, 60, 4, 2.0, 18,
SUSTAIN, generalization, 60, 26, 2, 18,
SUSTAIN, generalization, 60, 48, 2, 18,
SUSTAIN, generalization, 60, 1, 2, 18,
SUSTAIN, generalization, 60, 63, 2, 18,
SUSTAIN, generalization, 60, 55, 2, 18,
SUSTAIN, generalization, 60, 57, 1, 18,
SUSTAIN, generalization, 60, 2, 1, 18,
SUSTAIN, generalization, 60, 49, 1.0, 19,
SUSTAIN, generalization, 60, 13, 1.0, 20,
SUSTAIN, generalization, 60, 56, 2, 20,
SUSTAIN, generalization, 60, 28, 1.0, 21,
SUSTAIN, generalization, 60, 43, 1, 21,
SUSTAIN, generalization, 60, 46, 1.0, 22,
SUSTAIN, generalization, 60, 53, 1.0, 23,
SUSTAIN, generalization, 60, 45, 1, 23,
SUSTAIN, generalization, 60, 6, 1.0, 24,
SUSTAIN, generalization, 60, 61, 1, 24,
SUSTAIN, generalization, 60, 21, 1, 24,
SUSTAIN, generalization, 60, 12, 1, 24,
SUSTAIN, generalization, 60, 41, 1, 24,
SUSTAIN, generalization, 60, 20, 2, 24,
SUSTAIN, generalization, 60, 39, 1, 24,
SUSTAIN, generalization, 60, 7, 1, 24,
SUSTAIN, generalization, 60, 54, 1, 24,
SUSTAIN, generalization, 60, 36, 2, 24,
SUSTAIN, generalization, 60, 33, 2, 24,
SUSTAIN, generalization, 60, 11, 1.0, 25,
SUSTAIN, generalization, 60, 30, 2.0, 26,
SUSTAIN, generalization, 60, 60, 2.0, 27,
SUSTAIN, generalization, 60, 24, 2.0, 28,
SUSTAIN, generalization, 60, 27, 1, 28,
SUSTAIN, generalization, 60, 5, 2, 28,
SUSTAIN, generalization, 60, 23, 2, 28,
SUSTAIN, generalization, 60, 25, 1.0, 29,
SUSTAIN, generalization, 60, 16, 2, 29,
SUSTAIN, generalization, 60, 29, 2, 29,
SUSTAIN, generalization, 61, 33, 2.0, 7,
SUSTAIN, generalization, 61, 32, 1.0, 8,
SUSTAIN, generalization, 61, 1, 2, 8,
SUSTAIN, generalization, 61, 6, 2.0, 9,
SUSTAIN, generalization, 61, 10, 1, 9,
SUSTAIN, generalization, 61, 13, 2, 9,
SUSTAIN, generalization, 61, 51, 1.0, 10,
SUSTAIN, generalization, 61, 16, 2.0, 11,
SUSTAIN, generalization, 61, 43, 1, 11,
SUSTAIN, generalization, 61, 44, 1, 11,
SUSTAIN, generalization, 61, 19, 2.0, 12,
SUSTAIN, generalization, 61, 24, 2, 12,
SUSTAIN, generalization, 61, 48, 2, 12,
SUSTAIN, generalization, 61, 52, 1, 12,
SUSTAIN, generalization, 61, 9, 1, 12,
SUSTAIN, generalization, 61, 21, 2, 12,
SUSTAIN, generalization, 61, 63, 2, 12,
SUSTAIN, generalization, 61, 45, 1.0, 13,
SUSTAIN, generalization, 61, 37, 1, 13,
SUSTAIN, generalization, 61, 47, 2, 13,
SUSTAIN, generalization, 61, 46, 1, 13,
SUSTAIN, generalization, 61, 5, 2, 13,
SUSTAIN, generalization, 61, 8, 2, 13,
SUSTAIN, generalization, 61, 4, 2, 13,
SUSTAIN, generalization, 61, 49, 1.0, 14,
SUSTAIN, generalization, 61, 23, 2.0, 15,
SUSTAIN, generalization, 61, 28, 1.0, 16,
SUSTAIN, generalization, 61, 3, 1, 16,
SUSTAIN, generalization, 61, 11, 2, 16,
SUSTAIN, generalization, 61, 12, 1.0, 17,
SUSTAIN, generalization, 61, 27, 1, 17,
SUSTAIN, generalization, 61, 50, 1, 17,
SUSTAIN, generalization, 61, 54, 1.0, 18,
SUSTAIN, generalization, 61, 61, 1.0, 19,
SUSTAIN, generalization, 61, 39, 2.0, 20,
SUSTAIN, generalization, 61, 55, 2, 20,
SUSTAIN, generalization, 61, 38, 2, 20,
SUSTAIN, generalization, 61, 20, 2, 20,
SUSTAIN, generalization, 61, 25, 2, 20,
SUSTAIN, generalization, 61, 40, 2, 20,
SUSTAIN, generalization, 61, 53, 1, 20,
SUSTAIN, generalization, 61, 18, 2, 20,
SUSTAIN, generalization, 61, 59, 1, 20,
SUSTAIN, generalization, 61, 62, 1, 20,
SUSTAIN, generalization, 61, 22, 2, 20,
SUSTAIN, generalization, 61, 60, 1, 20,
SUSTAIN, generalization, 61, 30, 2.0, 21,
SUSTAIN, generalization, 61, 58, 2.0, 22,
SUSTAIN, generalization, 61, 17, 2.0, 23,
SUSTAIN, generalization, 61, 64, 1, 23,
SUSTAIN, generalization, 61, 2, 1, 23,
SUSTAIN, generalization, 61, 7, 2, 23,
SUSTAIN, generalization, 61, 57, 2, 23,
SUSTAIN, generalization, 61, 31, 1, 23,
SUSTAIN, generalization, 61, 35, 1.0, 24,
SUSTAIN, generalization, 61, 56, 2, 24,
SUSTAIN, generalization, 61, 29, 2, 24,
SUSTAIN, generalization, 61, 42, 2.0, 25,
SUSTAIN, generalization, 61, 26, 2.0, 26,
SUSTAIN, generalization, 61, 41, 2, 26,
SUSTAIN, generalization, 61, 36, 1, 26,
SUSTAIN, generalization, 61, 34, 2, 26,
SUSTAIN, generalization, 61, 15, 2, 26,
SUSTAIN, generalization, 61, 14, 2.0, 27,
SUSTAIN, generalization, 62, 60, 2, 6,
SUSTAIN, generalization, 62, 12, 1, 6,
SUSTAIN, generalization, 62, 4, 1, 6,
SUSTAIN, generalization, 62, 47, 2, 6,
SUSTAIN, generalization, 62, 2, 1, 6,
SUSTAIN, generalization, 62, 46, 1.0, 7,
SUSTAIN, generalization, 62, 1, 2, 7,
SUSTAIN, generalization, 62, 28, 2.0, 8,
SUSTAIN, generalization, 62, 52, 1.0, 9,
SUSTAIN, generalization, 62, 25, 1.0, 10,
SUSTAIN, generalization, 62, 22, 1.0, 11,
SUSTAIN, generalization, 62, 10, 1, 11,
SUSTAIN, generalization, 62, 57, 2.0, 12,
SUSTAIN, generalization, 62, 58, 2, 12,
SUSTAIN, generalization, 62, 50, 1, 12,
SUSTAIN, generalization, 62, 20, 2, 12,
SUSTAIN, generalization, 62, 38, 1, 12,
SUSTAIN, generalization, 62, 16, 2.0, 13,
SUSTAIN, generalization, 62, 11, 1, 13,
SUSTAIN, generalization, 62, 40, 1.0, 14,
SUSTAIN, generalization, 62, 41, 2.0, 15,
SUSTAIN, generalization, 62, 37, 2.0, 16,
SUSTAIN, generalization, 62, 64, 1, 16,
SUSTAIN, generalization, 62, 9, 1, 16,
SUSTAIN, generalization, 62, 23, 1, 16,
SUSTAIN, generalization, 62, 5, 1.0, 17,
SUSTAIN, generalization, 62, 45, 1, 17,
SUSTAIN, generalization, 62, 31, 2.0, 18,
SUSTAIN, generalization, 62, 33, 1, 18,
SUSTAIN, generalization, 62, 30, 2, 18,
SUSTAIN, generalization, 62, 54, 2, 18,
SUSTAIN, generalization, 62, 8, 2, 18,
SUSTAIN, generalization, 62, 63, 2, 18,
SUSTAIN, generalization, 62, 32, 2, 18,
SUSTAIN, generalization, 62, 3, 1, 18,
SUSTAIN, generalization, 62, 39, 1, 18,
SUSTAIN, generalization, 62, 51, 1, 18,
SUSTAIN, generalization, 62, 43, 1.0, 19,
SUSTAIN, generalization, 62, 17, 1, 19,
SUSTAIN, generalization, 62, 26, 1, 19,
SUSTAIN, generalization, 62, 44, 1, 19,
SUSTAIN, generalization, 62, 14, 1, 19,
SUSTAIN, generalization, 62, 36, 2, 19,
SUSTAIN, generalization, 62, 55, 2, 19,
SUSTAIN, generalization, 62, 48, 1, 19,
SUSTAIN, generalization, 62, 29, 2, 19,
SUSTAIN, generalization, 62, 15, 2, 19,
SUSTAIN, generalization, 62, 18, 2.0, 20,
SUSTAIN, generalization, 62, 61, 1.0, 21,
SUSTAIN, generalization, 62, 27, 2, 21,
SUSTAIN, generalization, 62, 21, 1, 21,
SUSTAIN, generalization, 62, 42, 2, 21,
SUSTAIN, generalization, 62, 56, 2, 21,
SUSTAIN, generalization, 62, 7, 2.0, 22,
SUSTAIN, generalization, 62, 24, 1.0, 23,
SUSTAIN, generalization, 62, 53, 1, 23,
SUSTAIN, generalization, 62, 62, 1, 23,
SUSTAIN, generalization, 62, 34, 1.0, 24,
SUSTAIN, generalization, 62, 6, 1, 24,
SUSTAIN, generalization, 62, 13, 1.0, 25,
SUSTAIN, generalization, 62, 59, 2.0, 26,
SUSTAIN, generalization, 62, 19, 2, 26,
SUSTAIN, generalization, 62, 49, 1.0, 27,
SUSTAIN, generalization, 62, 35, 1, 27,
SUSTAIN, generalization, 63, 17, 1, 7,
SUSTAIN, generalization, 63, 13, 1.0, 8,
SUSTAIN, generalization, 63, 39, 2, 8,
SUSTAIN, generalization, 63, 60, 2, 8,
SUSTAIN, generalization, 63, 2, 1, 8,
SUSTAIN, generalization, 63, 43, 1.0, 9,
SUSTAIN, generalization, 63, 25, 1, 9,
SUSTAIN, generalization, 63, 48, 2, 9,
SUSTAIN, generalization, 63, 24, 2.0, 10,
SUSTAIN, generalization, 63, 33, 2.0, 11,
SUSTAIN, generalization, 63, 11, 1, 11,
SUSTAIN, generalization, 63, 23, 2, 11,
SUSTAIN, generalization, 63, 50, 2.0, 12,
SUSTAIN, generalization, 63, 57, 2, 12,
SUSTAIN, generalization, 63, 37, 2.0, 13,
SUSTAIN, generalization, 63, 27, 2.0, 14,
SUSTAIN, generalization, 63, 12, 1, 14,
SUSTAIN, generalization, 63, 63, 2, 14,
SUSTAIN, generalization, 63, 19, 2, 14,
SUSTAIN, generalization, 63, 38, 2, 14,
SUSTAIN, generalization, 63, 14, 1, 14,
SUSTAIN, generalization, 63, 46, 2, 14,
SUSTAIN, generalization, 63, 51, 2, 14,
SUSTAIN, generalization, 63, 36, 2, 14,
SUSTAIN, generalization, 63, 56, 2, 14,
SUSTAIN, generalization, 63, 7, 1.0, 15,
SUSTAIN, generalization, 63, 10, 1, 15,
SUSTAIN, generalization, 63, 22, 2, 15,
SUSTAIN, generalization, 63, 44, 1, 15,
SUSTAIN, generalization, 63, 49, 2, 15,
SUSTAIN, generalization, 63, 18, 1, 15,
SUSTAIN, generalization, 63, 35, 1, 15,
SUSTAIN, generalization, 63, 3, 1, 15,
SUSTAIN, generalization, 63, 4, 1.0, 16,
SUSTAIN, generalization, 63, 52, 1.0, 17,
SUSTAIN, generalization, 63, 42, 1, 17,
SUSTAIN, generalization, 63, 28, 2, 17,
SUSTAIN, generalization, 63, 21, 1, 17,
SUSTAIN, generalization, 63, 47, 2, 17,
SUSTAIN, generalization, 63, 59, 2.0, 18,
SUSTAIN, generalization, 63, 32, 1.0, 19,
SUSTAIN, generalization, 63, 29, 2, 19,
SUSTAIN, generalization, 63, 30, 2.0, 20,
SUSTAIN, generalization, 63, 64, 1, 20,
SUSTAIN, generalization, 63, 61, 1.0, 21,
SUSTAIN, generalization, 63, 62, 1, 21,
SUSTAIN, generalization, 63, 31, 1, 21,
SUSTAIN, generalization, 63, 8, 1, 21,
SUSTAIN, generalization, 63, 45, 1.0, 22,
SUSTAIN, generalization, 63, 41, 2, 22,
SUSTAIN, generalization, 63, 53, 1, 22,
SUSTAIN, generalization, 63, 6, 1, 22,
SUSTAIN, generalization, 63, 1, 2, 22,
SUSTAIN, generalization, 63, 5, 1, 22,
SUSTAIN, generalization, 63, 16, 1.0, 23,
SUSTAIN, generalization, 63, 15, 1, 23,
SUSTAIN, generalization, 63, 55, 2, 23,
SUSTAIN, generalization, 63, 20, 1.0, 24,
SUSTAIN, generalization, 63, 58, 2, 24,
SUSTAIN, generalization, 63, 34, 2, 24,
SUSTAIN, generalization, 63, 9, 1, 24,
SUSTAIN, generalization, 63, 54, 2.0, 25,
SUSTAIN, generalization, 63, 40, 1.0, 26,
SUSTAIN, generalization, 63, 26, 2, 26,
